 10007774, 464, 177, 0.381
 10007805, 111, 17, 0.153
 10007798, 256, 122, 0.477
 10007788, 535, 129, 0.241
 10007154, 193, 45, 0.233
 10007790, 224, 74, 0.330
 10007803, 130, 34, 0.262
 10003270, 453, 118, 0.260
 10007814, 74, 74, 1.000
 10007143, 293, 29, 0.099
 10007158, 120, 18, 0.150
 10007163, 215, 76, 0.353
 10007150, 17, 5, 0.294
 10007850, 84, 6, 0.071
 10007795, 88, 8, 0.091
 10007764, 79, 5, 0.063
 10007160, 101, 26, 0.257
 10007768, 134, 44, 0.328
 10007792, 146, 14, 0.096
 10007784, 446, 134, 0.300
 10007157, 110, 36, 0.327
 10005343, 166, 45, 0.271
 10007786, 191, 50, 0.262
 10006840, 157, 81, 0.516
 10003957, 85, 33, 0.388
 10007794, 161, 76, 0.472
 10007796, 200, 38, 0.190
 10007167, 137, 52, 0.380
 10003645, 97, 6, 0.062
 10007775, 91, 27, 0.297
 10006842, 138, 99, 0.717
 10007155, 51, 16, 0.314
 10007806, 95, 33, 0.347
 10007767, 43, 20, 0.465
 10005553, 101, 31, 0.307
 10007855, 82, 18, 0.220
 10007147, 130, 39, 0.300
 10007141, 84, 84, 1.000
 10007148, 42, 12, 0.286
 10004113, 75, 2, 0.027
 10007856, 47, 36, 0.766
