 10007784, 79.0, 4.00000, 69.7, 4.00000
 10004063, 69.0, 0.00000, 56.3, 0.00000
 10007774, 56.0, 4.50000, 42.6, 4.50000
 10007788, 47.0, 0.00000, 54.5, 0.00000
 10007163, 45.0, 4.80952, 42.6, 4.80952
 10007786, 44.0, 2.33333, 22.2, 2.33333
 10005553, 35.0, 0.00000, 35.3, 0.00000
 10007791, 32.0, 0.00000, 29.2, 0.00000
 10007790, 30.0, 19.95652, 30.9, 19.69565
 10007160, 19.0, 0.00000, 26.8, 0.00000
 10007154, 18.0, 8.50000, 19.7, 0.00000
 10007775, 18.0, 0.00000, 20.2, 0.00000
 10007789, 17.0, 8.40000, 20.4, 8.40000
 10007167, 17.0, 21.66667, 14.4, 20.61111
 10007798, 17.0, 0.00000, 11.4, 0.00000
 10007806, 17.0, 0.00000, 14.8, 0.00000
 10007158, 16.0, 0.00000, 22.0, 0.00000
 10007803, 15.0, 16.23810, 23.5, 14.95238
 10007792, 15.0, 0.00000, 13.3, 0.00000
 10001478, 15.0, 1.00000, 16.7, 0.00000
 10007157, 13.0, 0.00000, 8.0, 0.00000
 10007794, 12.0, 0.00000, 18.1, 0.00000
 10007796, 12.0, 12.00000, 18.8, 3.00000
 10006840, 10.0, 0.00000, 7.6, 0.00000
 10007760, 7.0, 0.00000, 10.3, 0.00000
 10007150, 4.0, 1.45455, 2.5, 1.45455
 10007783, 3.0, 0.00000, 4.8, 0.00000
 10000961, 1.0, 12.50000, 2.0, 4.50000
