 10007784, 142, 5, 0.035
 10004063, 183, 26, 0.142
 10007774, 242, 6, 0.025
 10007788, 99, 0, 0.000
 10007163, 136, 21, 0.154
 10007786, 63, 3, 0.048
 10005553, 51, 0, 0.000
 10007791, 113, 0, 0.000
 10007790, 55, 23, 0.418
 10007160, 71, 0, 0.000
 10007154, 127, 4, 0.031
 10007775, 94, 2, 0.021
 10007789, 49, 5, 0.102
 10007167, 104, 18, 0.173
 10007798, 114, 2, 0.018
 10007806, 54, 0, 0.000
 10007158, 82, 0, 0.000
 10007803, 51, 21, 0.412
 10007792, 83, 1, 0.012
 10001478, 54, 2, 0.037
 10007157, 50, 0, 0.000
 10007794, 83, 0, 0.000
 10007796, 80, 4, 0.050
 10006840, 79, 0, 0.000
 10007760, 97, 1, 0.010
 10007150, 79, 11, 0.139
 10007783, 63, 1, 0.016
 10000961, 102, 2, 0.020
