 10005343, 42, 12, 0.286
 10007774, 133, 12, 0.090
 10007784, 113, 2, 0.018
 10007798, 103, 0, 0.000
 10007789, 100, 0, 0.000
 10007798, 66, 8, 0.121
 10007790, 109, 23, 0.211
 10004063, 77, 0, 0.000
 10007788, 141, 16, 0.113
 10007143, 94, 0, 0.000
 10004063, 72, 7, 0.097
 10007780, 67, 9, 0.134
 10007806, 67, 10, 0.149
 10007773, 72, 7, 0.097
 10002718, 39, 2, 0.051
 10007774, 191, 8, 0.042
 10007783, 40, 3, 0.075
 10003957, 31, 0, 0.000
 10000961, 34, 11, 0.324
 10007780, 157, 7, 0.045
 10007803, 52, 3, 0.058
 10007776, 43, 1, 0.023
 10007150, 103, 3, 0.029
 10005337, 32, 0, 0.000
 10007146, 35, 1, 0.029
