 90.0, 0.358, 0.224
 90.5, 0.358, 0.228
 91.0, 0.413, 0.268
 91.5, 0.354, 0.290
 92.0, 0.353, 0.288
 92.5, 0.358, 0.294
 93.0, 0.358, 0.294
 93.5, 0.357, 0.294
 94.0, 0.375, 0.303
 94.5, 0.375, 0.303
 95.0, 0.374, 0.302
 95.5, 0.383, 0.289
 96.0, 0.368, 0.306
 96.5, 0.364, 0.308
 97.0, 0.359, 0.315
 97.5, 0.371, 0.322
 98.0, 0.373, 0.326
 98.5, 0.391, 0.342
 99.0, 0.398, 0.344
 99.5, 0.398, 0.344
