UKPRN,UnitOfAssessment,MultipleSubmission,Source,Income2008,Income2009,Income2010,Income2011,Income2012
10007790,11,,13,31257,116230,3792,88131,150939
10007790,11,,15,887,2796,2022,2137,4274
10007772,11,,1,0,104416,153577,258590,265818
10007772,11,,2,236,972,3331,5901,4136
10007772,11,,4,248226,196665,41299,433198,443155
10007772,11,,5,73420,12597,97978,240787,164009
10007772,11,,6,533385,354742,387715,281000,395918
10007772,11,,12,3380,47,0,0,17539
10007772,11,,13,0,0,0,0,13798
10007794,11,,1,2370888,2321083,1442620,999335,1043346
10007794,11,,2,164786,270519,129368,111849,107245
10007794,11,,4,136735,197555,295984,100473,94179
10007794,11,,5,105394,100109,197205,63384,-829
10007794,11,,6,1003407,494621,507494,754304,843257
10007794,11,,8,81986,132175,58037,42911,104922
10007794,11,,9,-398,0,6820,600,984
10007794,11,,11,62580,135710,25703,18691,12569
10007794,11,,12,0,0,0,73122,10523
10007794,11,,13,3111,55179,53021,38725,59695
10007762,11,,1,30190,39556,86645,117331,88039
10007762,11,,2,5648,39079,4235,0,970
10007762,11,,4,35054,48405,243311,116750,70513
10007762,11,,5,155938,136871,111752,54473,499
10007762,11,,6,18969,40782,55540,15852,55303
10007762,11,,7,16507,1988,3805,0,0
10007764,11,,1,477139,687206,1040515,991882,1085502
10007764,11,,2,0,0,23189,19773,0
10007764,11,,4,20650,44921,0,0,19643
10007764,11,,5,38816,102765,122410,120265,72043
10007764,11,,6,637094,636420,855643,1114950,1187865
10007764,11,,9,19473,11878,0,0,0
10007764,11,,11,0,4006,0,0,21172
10007764,11,,13,0,0,227,6172,0
