 90.0, 0.266, 0.260
 90.5, 0.336, 0.331
 91.0, 0.262, 0.254
 91.5, 0.269, 0.263
 92.0, 0.264, 0.254
 92.5, 0.241, 0.235
 93.0, 0.249, 0.235
 93.5, 0.320, 0.307
 94.0, 0.323, 0.314
 94.5, 0.361, 0.356
 95.0, 0.379, 0.367
 95.5, 0.385, 0.369
 96.0, 0.430, 0.411
 96.5, 0.404, 0.397
 97.0, 0.434, 0.411
 97.5, 0.417, 0.385
 98.0, 0.457, 0.404
 98.5, 0.402, 0.354
 99.0, 0.353, 0.316
 99.5, 0.353, 0.316
