"","UKPRN","Institution","SortOrder","UnitOfAssessment","Profile","FourStar","ThreeStar","TwoStar","OneStar","Unclassified","Russell_Group"
"708",10007801,"University of Plymouth",1430,"Mathematical Sciences","Overall",7,45,39,1,8,"N"
"709",10007801,"University of Plymouth",1430,"Computer Science and Informatics","Overall",15,66,18,1,0,"N"
"710",10007801,"University of Plymouth",1430,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",16,49,35,0,0,"N"
"711",10007801,"University of Plymouth",1430,"General Engineering","Overall",8,58,32,2,0,"N"
"712",10007801,"University of Plymouth",1430,"Architecture, Built Environment and Planning","Overall",7,37,50,6,0,"N"
"713",10007801,"University of Plymouth",1430,"Geography, Environmental Studies and Archaeology","Overall",17,47,30,6,0,"N"
"714",10007801,"University of Plymouth",1430,"Business and Management Studies","Overall",8,41,43,7,1,"N"
"715",10007801,"University of Plymouth",1430,"Social Work and Social Policy","Overall",17,45,36,2,0,"N"
"716",10007801,"University of Plymouth",1430,"Education","Overall",9,45,35,11,0,"N"
"717",10007801,"University of Plymouth",1430,"English Language and Literature","Overall",22,34,35,9,0,"N"
"718",10007801,"University of Plymouth",1430,"History","Overall",9,47,42,2,0,"N"
"719",10007801,"University of Plymouth",1430,"Art and Design: History, Practice and Theory","Overall",17,55,24,3,1,"N"
"720",10007801,"University of Plymouth",1430,"Music, Drama, Dance and Performing Arts","Overall",25,36,29,10,0,"N"
"721",10007155,"University of Portsmouth",1450,"Public Health, Health Services and Primary Care","Overall",2,36,55,7,0,"N"
"722",10007155,"University of Portsmouth",1450,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",24,66,9,0,1,"N"
"723",10007155,"University of Portsmouth",1450,"Psychology, Psychiatry and Neuroscience","Overall",21,46,26,6,1,"N"
"724",10007155,"University of Portsmouth",1450,"Earth Systems and Environmental Sciences","Overall",8,62,30,0,0,"N"
"725",10007155,"University of Portsmouth",1450,"Physics","Overall",17,72,11,0,0,"N"
"726",10007155,"University of Portsmouth",1450,"Mathematical Sciences","Overall",6,56,38,0,0,"N"
"727",10007155,"University of Portsmouth",1450,"Computer Science and Informatics","Overall",20,44,33,3,0,"N"
"728",10007155,"University of Portsmouth",1450,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering","Overall",1,49,45,5,0,"N"
"729",10007155,"University of Portsmouth",1450,"Geography, Environmental Studies and Archaeology","Overall",11,28,50,9,2,"N"
"730",10007155,"University of Portsmouth",1450,"Business and Management Studies","Overall",17,45,33,5,0,"N"
"731",10007155,"University of Portsmouth",1450,"Social Work and Social Policy","Overall",8,42,43,5,2,"N"
"732",10007155,"University of Portsmouth",1450,"Sport and Exercise Sciences, Leisure and Tourism","Overall",10,42,40,8,0,"N"
"733",10007155,"University of Portsmouth",1450,"Area Studies","Overall",25,43,28,4,0,"N"
"734",10007155,"University of Portsmouth",1450,"English Language and Literature","Overall",16,34,45,5,0,"N"
"735",10007155,"University of Portsmouth",1450,"Communication, Cultural and Media Studies, Library and Information Management","Overall",31,38,24,7,0,"N"
"736",10007802,"University of Reading",1510,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",17,64,19,0,0,"N"
"737",10007802,"University of Reading",1510,"Psychology, Psychiatry and Neuroscience","Overall",31,46,21,1,1,"N"
"738",10007802,"University of Reading",1510,"Biological Sciences","Overall",17,65,17,1,0,"N"
"739",10007802,"University of Reading",1510,"Agriculture, Veterinary and Food Science","Overall",45,36,17,2,0,"N"
"740",10007802,"University of Reading",1510,"Earth Systems and Environmental Sciences","Overall",27,59,12,2,0,"N"
"741",10007802,"University of Reading",1510,"Chemistry","Overall",8,69,23,0,0,"N"
"742",10007802,"University of Reading",1510,"Mathematical Sciences","Overall",15,71,13,1,0,"N"
"743",10007802,"University of Reading",1510,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",10,61,24,5,0,"N"
"744",10007802,"University of Reading",1510,"Architecture, Built Environment and Planning","Overall",41,42,15,2,0,"N"
"745",10007802,"University of Reading",1510,"Geography, Environmental Studies and Archaeology","Overall",30,51,16,3,0,"N"
"746",10007802,"University of Reading",1510,"Geography, Environmental Studies and Archaeology","Overall",6,42,49,3,0,"N"
"747",10007802,"University of Reading",1510,"Business and Management Studies","Overall",32,49,17,2,0,"N"
"748",10007802,"University of Reading",1510,"Law","Overall",15,55,30,0,0,"N"
"749",10007802,"University of Reading",1510,"Politics and International Studies","Overall",26,40,33,1,0,"N"
"750",10007802,"University of Reading",1510,"Education","Overall",29,47,23,1,0,"N"
"751",10007802,"University of Reading",1510,"Modern Languages and Linguistics","Overall",27,44,27,2,0,"N"
"752",10007802,"University of Reading",1510,"English Language and Literature","Overall",24,53,20,3,0,"N"
"753",10007802,"University of Reading",1510,"History","Overall",20,58,22,0,0,"N"
"754",10007802,"University of Reading",1510,"Classics","Overall",33,53,11,3,0,"N"
"755",10007802,"University of Reading",1510,"Philosophy","Overall",17,41,39,3,0,"N"
"756",10007802,"University of Reading",1510,"Art and Design: History, Practice and Theory","Overall",19,50,27,4,0,"N"
"757",10007802,"University of Reading",1510,"Art and Design: History, Practice and Theory","Overall",56,39,5,0,0,"N"
"758",10007802,"University of Reading",1510,"Music, Drama, Dance and Performing Arts","Overall",18,61,18,3,0,"N"
"759",10007776,"Roehampton University",1520,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",14,57,29,0,0,"N"
"760",10007776,"Roehampton University",1520,"Psychology, Psychiatry and Neuroscience","Overall",17,48,32,3,0,"N"
"761",10007776,"Roehampton University",1520,"Business and Management Studies","Overall",0,39,45,16,0,"N"
"762",10007776,"Roehampton University",1520,"Sociology","Overall",23,29,40,7,1,"N"
"763",10007776,"Roehampton University",1520,"Anthropology and Development Studies","Overall",11,50,33,5,1,"N"
"764",10007776,"Roehampton University",1520,"Education","Overall",20,51,26,3,0,"N"
"765",10007776,"Roehampton University",1520,"Modern Languages and Linguistics","Overall",17,45,31,7,0,"N"
"766",10007776,"Roehampton University",1520,"English Language and Literature","Overall",22,51,24,3,0,"N"
"767",10007776,"Roehampton University",1520,"History","Overall",14,45,38,3,0,"N"
"768",10007776,"Roehampton University",1520,"Theology and Religious Studies","Overall",16,27,45,12,0,"N"
"769",10007776,"Roehampton University",1520,"Music, Drama, Dance and Performing Arts","Overall",62,32,5,1,0,"N"
"770",10007776,"Roehampton University",1520,"Music, Drama, Dance and Performing Arts","Overall",24,57,18,1,0,"N"
"771",10007776,"Roehampton University",1520,"Communication, Cultural and Media Studies, Library and Information Management","Overall",29,32,27,12,0,"N"
"772",10005523,"Rose Bruford College",1530,"Music, Drama, Dance and Performing Arts","Overall",7,42,30,15,6,"N"
"773",10007835,"Royal Academy of Music",1540,"Music, Drama, Dance and Performing Arts","Overall",21,40,34,3,2,"N"
"774",10005545,"Royal Agricultural University",1550,"Agriculture, Veterinary and Food Science","Overall",3,4,39,38,16,"N"
"775",10007816,"Royal Central School of Speech and Drama",1560,"Music, Drama, Dance and Performing Arts","Overall",39,31,25,4,1,"N"
"776",10007777,"Royal College of Art",1565,"Art and Design: History, Practice and Theory","Overall",37,40,17,6,0,"N"
"777",10007778,"Royal College of Music",1570,"Music, Drama, Dance and Performing Arts","Overall",34,39,22,4,1,"N"
"778",10005553,"Royal Holloway, University of London",1580,"Psychology, Psychiatry and Neuroscience","Overall",51,42,7,0,0,"N"
"779",10005553,"Royal Holloway, University of London",1580,"Biological Sciences","Overall",15,61,22,2,0,"N"
"780",10005553,"Royal Holloway, University of London",1580,"Earth Systems and Environmental Sciences","Overall",26,68,6,0,0,"N"
"781",10005553,"Royal Holloway, University of London",1580,"Physics","Overall",14,72,14,0,0,"N"
"782",10005553,"Royal Holloway, University of London",1580,"Mathematical Sciences","Overall",23,68,9,0,0,"N"
"783",10005553,"Royal Holloway, University of London",1580,"Computer Science and Informatics","Overall",30,52,13,4,1,"N"
"784",10005553,"Royal Holloway, University of London",1580,"Geography, Environmental Studies and Archaeology","Overall",41,45,13,1,0,"N"
"785",10005553,"Royal Holloway, University of London",1580,"Economics and Econometrics","Overall",35,45,17,2,1,"N"
"786",10005553,"Royal Holloway, University of London",1580,"Business and Management Studies","Overall",24,50,24,2,0,"N"
"787",10005553,"Royal Holloway, University of London",1580,"Politics and International Studies","Overall",12,60,25,3,0,"N"
"788",10005553,"Royal Holloway, University of London",1580,"Modern Languages and Linguistics","Overall",34,46,19,1,0,"N"
"789",10005553,"Royal Holloway, University of London",1580,"English Language and Literature","Overall",43,34,22,1,0,"N"
"790",10005553,"Royal Holloway, University of London",1580,"History","Overall",30,42,26,1,1,"N"
"791",10005553,"Royal Holloway, University of London",1580,"Classics","Overall",12,42,40,6,0,"N"
"792",10005553,"Royal Holloway, University of London",1580,"Music, Drama, Dance and Performing Arts","Overall",38,48,13,0,1,"N"
"793",10005553,"Royal Holloway, University of London",1580,"Music, Drama, Dance and Performing Arts","Overall",43,47,6,1,3,"N"
"794",10005553,"Royal Holloway, University of London",1580,"Communication, Cultural and Media Studies, Library and Information Management","Overall",45,38,16,1,0,"N"
"795",10007837,"Royal Northern College of Music",1590,"Music, Drama, Dance and Performing Arts","Overall",36,39,22,3,0,"N"
"796",10007779,"Royal Veterinary College",1610,"Agriculture, Veterinary and Food Science","Overall",35,44,18,3,0,"N"
"797",10007782,"St.George's, University of London",1620,"Clinical Medicine","Overall",29,37,34,0,0,"N"
"798",10007782,"St.George's, University of London",1620,"Public Health, Health Services and Primary Care","Overall",32,53,13,2,0,"N"
"799",10007843,"St Mary's University, Twickenham",1630,"Education","Overall",7,9,23,48,13,"N"
"800",10007843,"St Mary's University, Twickenham",1630,"Sport and Exercise Sciences, Leisure and Tourism","Overall",15,20,38,27,0,"N"
"801",10007843,"St Mary's University, Twickenham",1630,"English Language and Literature","Overall",18,22,33,26,1,"N"
"802",10007843,"St Mary's University, Twickenham",1630,"History","Overall",12,22,46,16,4,"N"
"803",10007843,"St Mary's University, Twickenham",1630,"Philosophy","Overall",4,10,29,57,0,"N"
"804",10007843,"St Mary's University, Twickenham",1630,"Theology and Religious Studies","Overall",9,26,41,24,0,"N"
"805",10007843,"St Mary's University, Twickenham",1630,"Communication, Cultural and Media Studies, Library and Information Management","Overall",11,37,36,6,10,"N"
"806",10007156,"University of Salford",1640,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",7,54,35,3,1,"N"
"807",10007156,"University of Salford",1640,"Biological Sciences","Overall",5,40,50,3,2,"N"
"808",10007156,"University of Salford",1640,"Computer Science and Informatics","Overall",1,43,45,10,1,"N"
"809",10007156,"University of Salford",1640,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",8,49,30,10,3,"N"
"810",10007156,"University of Salford",1640,"Architecture, Built Environment and Planning","Overall",16,45,32,6,1,"N"
"811",10007156,"University of Salford",1640,"Geography, Environmental Studies and Archaeology","Overall",7,29,54,10,0,"N"
"812",10007156,"University of Salford",1640,"Business and Management Studies","Overall",12,46,39,2,1,"N"
"813",10007156,"University of Salford",1640,"Social Work and Social Policy","Overall",13,44,38,5,0,"N"
"814",10007156,"University of Salford",1640,"Modern Languages and Linguistics","Overall",2,25,51,19,3,"N"
"815",10007156,"University of Salford",1640,"English Language and Literature","Overall",13,32,45,7,3,"N"
"816",10007156,"University of Salford",1640,"Art and Design: History, Practice and Theory","Overall",12,46,29,11,2,"N"
"817",10007156,"University of Salford",1640,"Music, Drama, Dance and Performing Arts","Overall",10,30,42,14,4,"N"
"818",10007156,"University of Salford",1640,"Communication, Cultural and Media Studies, Library and Information Management","Overall",25,37,27,8,3,"N"
"819",10005790,"Sheffield Hallam University",1670,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",11,60,28,1,0,"N"
"820",10005790,"Sheffield Hallam University",1670,"Biological Sciences","Overall",5,41,48,6,0,"N"
"821",10005790,"Sheffield Hallam University",1670,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",2,54,42,1,1,"N"
"822",10005790,"Sheffield Hallam University",1670,"Architecture, Built Environment and Planning","Overall",35,46,17,1,1,"N"
"823",10005790,"Sheffield Hallam University",1670,"Business and Management Studies","Overall",6,37,40,17,0,"N"
"824",10005790,"Sheffield Hallam University",1670,"Education","Overall",12,57,21,9,1,"N"
"825",10005790,"Sheffield Hallam University",1670,"Sport and Exercise Sciences, Leisure and Tourism","Overall",17,50,25,7,1,"N"
"826",10005790,"Sheffield Hallam University",1670,"English Language and Literature","Overall",12,40,42,6,0,"N"
"827",10005790,"Sheffield Hallam University",1670,"History","Overall",24,43,30,2,1,"N"
"828",10005790,"Sheffield Hallam University",1670,"Art and Design: History, Practice and Theory","Overall",42,39,18,1,0,"N"
"829",10005790,"Sheffield Hallam University",1670,"Communication, Cultural and Media Studies, Library and Information Management","Overall",24,41,18,17,0,"N"
"830",10006022,"Southampton Solent University",1690,"General Engineering","Overall",0,16,30,33,21,"N"
"831",10006022,"Southampton Solent University",1690,"Sport and Exercise Sciences, Leisure and Tourism","Overall",0,10,34,40,16,"N"
"832",10006022,"Southampton Solent University",1690,"Art and Design: History, Practice and Theory","Overall",3,19,42,26,10,"N"
"833",10006022,"Southampton Solent University",1690,"Communication, Cultural and Media Studies, Library and Information Management","Overall",5,24,34,18,19,"N"
"834",10006299,"Staffordshire University",1700,"Psychology, Psychiatry and Neuroscience","Overall",10,26,50,11,3,"N"
"835",10006299,"Staffordshire University",1700,"Computer Science and Informatics","Overall",0,8,58,34,0,"N"
"836",10006299,"Staffordshire University",1700,"General Engineering","Overall",2,39,42,17,0,"N"
"837",10006299,"Staffordshire University",1700,"Business and Management Studies","Overall",2,43,41,14,0,"N"
"838",10006299,"Staffordshire University",1700,"Education","Overall",16,30,30,24,0,"N"
"839",10006299,"Staffordshire University",1700,"Sport and Exercise Sciences, Leisure and Tourism","Overall",13,51,33,3,0,"N"
"840",10006299,"Staffordshire University",1700,"Art and Design: History, Practice and Theory","Overall",0,22,46,30,2,"N"
"841",10006299,"Staffordshire University",1700,"Communication, Cultural and Media Studies, Library and Information Management","Overall",5,21,31,41,2,"N"
"842",10007159,"University of Sunderland",1720,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",7,44,45,4,0,"N"
"843",10007159,"University of Sunderland",1720,"Computer Science and Informatics","Overall",0,14,42,44,0,"N"
"844",10007159,"University of Sunderland",1720,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering","Overall",2,22,55,19,2,"N"
"845",10007159,"University of Sunderland",1720,"Business and Management Studies","Overall",2,2,34,50,12,"N"
"846",10007159,"University of Sunderland",1720,"Law","Overall",0,5,53,42,0,"N"
"847",10007159,"University of Sunderland",1720,"Social Work and Social Policy","Overall",3,27,52,15,3,"N"
"848",10007159,"University of Sunderland",1720,"Education","Overall",5,11,34,38,12,"N"
"849",10007159,"University of Sunderland",1720,"Sport and Exercise Sciences, Leisure and Tourism","Overall",3,16,58,20,3,"N"
"850",10007159,"University of Sunderland",1720,"English Language and Literature","Overall",7,25,52,15,1,"N"
"851",10007159,"University of Sunderland",1720,"History","Overall",6,28,42,24,0,"N"
"852",10007159,"University of Sunderland",1720,"Art and Design: History, Practice and Theory","Overall",5,36,45,13,1,"N"
"853",10007159,"University of Sunderland",1720,"Music, Drama, Dance and Performing Arts","Overall",0,32,27,38,3,"N"
"854",10007159,"University of Sunderland",1720,"Communication, Cultural and Media Studies, Library and Information Management","Overall",25,38,33,4,0,"N"
"855",10007160,"University of Surrey",1740,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",44,49,7,0,0,"N"
"856",10007160,"University of Surrey",1740,"Psychology, Psychiatry and Neuroscience","Overall",19,52,26,2,1,"N"
"857",10007160,"University of Surrey",1740,"Physics","Overall",25,59,16,0,0,"N"
"858",10007160,"University of Surrey",1740,"Mathematical Sciences","Overall",14,61,25,0,0,"N"
"859",10007160,"University of Surrey",1740,"Computer Science and Informatics","Overall",11,49,38,0,2,"N"
"860",10007160,"University of Surrey",1740,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",15,78,7,0,0,"N"
"861",10007160,"University of Surrey",1740,"General Engineering","Overall",18,62,20,0,0,"N"
"862",10007160,"University of Surrey",1740,"Economics and Econometrics","Overall",19,63,18,0,0,"N"
"863",10007160,"University of Surrey",1740,"Business and Management Studies","Overall",11,51,34,4,0,"N"
"864",10007160,"University of Surrey",1740,"Law","Overall",9,40,47,4,0,"N"
"865",10007160,"University of Surrey",1740,"Politics and International Studies","Overall",10,16,46,28,0,"N"
"866",10007160,"University of Surrey",1740,"Sociology","Overall",24,46,27,3,0,"N"
"867",10007160,"University of Surrey",1740,"Sport and Exercise Sciences, Leisure and Tourism","Overall",36,46,18,0,0,"N"
"868",10007160,"University of Surrey",1740,"English Language and Literature","Overall",33,38,26,3,0,"N"
"869",10007160,"University of Surrey",1740,"Music, Drama, Dance and Performing Arts","Overall",20,50,24,6,0,"N"
"870",10007806,"University of Sussex",1750,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",38,44,16,1,1,"N"
"871",10007806,"University of Sussex",1750,"Psychology, Psychiatry and Neuroscience","Overall",45,46,9,0,0,"N"
"872",10007806,"University of Sussex",1750,"Biological Sciences","Overall",48,39,9,1,3,"N"
"873",10007806,"University of Sussex",1750,"Chemistry","Overall",11,50,36,0,3,"N"
"874",10007806,"University of Sussex",1750,"Physics","Overall",17,60,22,0,1,"N"
"875",10007806,"University of Sussex",1750,"Mathematical Sciences","Overall",11,61,25,3,0,"N"
"876",10007806,"University of Sussex",1750,"Computer Science and Informatics","Overall",19,54,27,0,0,"N"
"877",10007806,"University of Sussex",1750,"General Engineering","Overall",11,75,14,0,0,"N"
"878",10007806,"University of Sussex",1750,"Geography, Environmental Studies and Archaeology","Overall",28,51,19,2,0,"N"
"879",10007806,"University of Sussex",1750,"Economics and Econometrics","Overall",17,53,28,1,1,"N"
"880",10007806,"University of Sussex",1750,"Business and Management Studies","Overall",20,50,27,3,0,"N"
"881",10007806,"University of Sussex",1750,"Law","Overall",13,51,27,9,0,"N"
"882",10007806,"University of Sussex",1750,"Politics and International Studies","Overall",29,49,18,4,0,"N"
"883",10007806,"University of Sussex",1750,"Social Work and Social Policy","Overall",22,42,32,4,0,"N"
"884",10007806,"University of Sussex",1750,"Sociology","Overall",11,56,31,1,1,"N"
"885",10007806,"University of Sussex",1750,"Anthropology and Development Studies","Overall",24,45,29,2,0,"N"
"886",10007806,"University of Sussex",1750,"Education","Overall",25,48,24,3,0,"N"
"887",10007806,"University of Sussex",1750,"Area Studies","Overall",21,51,25,3,0,"N"
"888",10007806,"University of Sussex",1750,"English Language and Literature","Overall",45,39,15,1,0,"N"
"889",10007806,"University of Sussex",1750,"History","Overall",39,44,16,1,0,"N"
"890",10007806,"University of Sussex",1750,"Philosophy","Overall",25,52,19,4,0,"N"
"891",10007806,"University of Sussex",1750,"Art and Design: History, Practice and Theory","Overall",13,40,47,0,0,"N"
"892",10007806,"University of Sussex",1750,"Music, Drama, Dance and Performing Arts","Overall",15,63,22,0,0,"N"
"893",10007806,"University of Sussex",1750,"Communication, Cultural and Media Studies, Library and Information Management","Overall",41,36,22,1,0,"N"
"894",10007161,"Teesside University",1760,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",12,56,29,3,0,"N"
"895",10007161,"Teesside University",1760,"Computer Science and Informatics","Overall",3,42,55,0,0,"N"
"896",10007161,"Teesside University",1760,"General Engineering","Overall",4,55,41,0,0,"N"
"897",10007161,"Teesside University",1760,"Business and Management Studies","Overall",8,29,49,6,8,"N"
"898",10007161,"Teesside University",1760,"Social Work and Social Policy","Overall",15,72,10,3,0,"N"
"899",10007161,"Teesside University",1760,"English Language and Literature","Overall",8,49,30,12,1,"N"
"900",10007161,"Teesside University",1760,"History","Overall",13,60,23,4,0,"N"
"901",10007161,"Teesside University",1760,"Art and Design: History, Practice and Theory","Overall",7,23,31,36,3,"N"
"902",10008017,"Trinity Laban Conservatoire of Music and Dance",1770,"Music, Drama, Dance and Performing Arts","Overall",18,50,24,8,0,"N"
"903",10007164,"University of the West of England, Bristol",1800,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",28,51,20,1,0,"N"
"904",10007164,"University of the West of England, Bristol",1800,"Agriculture, Veterinary and Food Science","Overall",14,49,35,2,0,"N"
"905",10007164,"University of the West of England, Bristol",1800,"Computer Science and Informatics","Overall",13,55,26,6,0,"N"
"906",10007164,"University of the West of England, Bristol",1800,"General Engineering","Overall",10,65,25,0,0,"N"
"907",10007164,"University of the West of England, Bristol",1800,"Architecture, Built Environment and Planning","Overall",10,54,33,3,0,"N"
"908",10007164,"University of the West of England, Bristol",1800,"Geography, Environmental Studies and Archaeology","Overall",7,30,45,15,3,"N"
"909",10007164,"University of the West of England, Bristol",1800,"Business and Management Studies","Overall",10,43,43,4,0,"N"
"910",10007164,"University of the West of England, Bristol",1800,"Law","Overall",4,38,50,8,0,"N"
"911",10007164,"University of the West of England, Bristol",1800,"Politics and International Studies","Overall",6,28,37,25,4,"N"
"912",10007164,"University of the West of England, Bristol",1800,"Social Work and Social Policy","Overall",5,41,39,15,0,"N"
"913",10007164,"University of the West of England, Bristol",1800,"Education","Overall",20,33,44,3,0,"N"
"914",10007164,"University of the West of England, Bristol",1800,"Modern Languages and Linguistics","Overall",9,35,46,10,0,"N"
"915",10007164,"University of the West of England, Bristol",1800,"English Language and Literature","Overall",25,41,24,10,0,"N"
"916",10007164,"University of the West of England, Bristol",1800,"History","Overall",13,53,32,2,0,"N"
"917",10007164,"University of the West of England, Bristol",1800,"Philosophy","Overall",11,32,48,9,0,"N"
"918",10007164,"University of the West of England, Bristol",1800,"Art and Design: History, Practice and Theory","Overall",25,43,28,3,1,"N"
"919",10007164,"University of the West of England, Bristol",1800,"Communication, Cultural and Media Studies, Library and Information Management","Overall",27,46,21,5,1,"N"
"920",10006566,"The University of West London",1810,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",5,29,43,23,0,"N"
"921",10006566,"The University of West London",1810,"Computer Science and Informatics","Overall",0,8,36,55,1,"N"
"922",10006566,"The University of West London",1810,"Education","Overall",5,20,41,32,2,"N"
"923",10006566,"The University of West London",1810,"Music, Drama, Dance and Performing Arts","Overall",7,21,28,41,3,"N"
"924",10006566,"The University of West London",1810,"Communication, Cultural and Media Studies, Library and Information Management","Overall",24,11,34,24,7,"N"
"925",10007165,"University of Westminster",1830,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",15,55,24,2,4,"N"
"926",10007165,"University of Westminster",1830,"Psychology, Psychiatry and Neuroscience","Overall",7,55,37,1,0,"N"
"927",10007165,"University of Westminster",1830,"Computer Science and Informatics","Overall",0,26,52,21,1,"N"
"928",10007165,"University of Westminster",1830,"Architecture, Built Environment and Planning","Overall",20,45,30,5,0,"N"
"929",10007165,"University of Westminster",1830,"Business and Management Studies","Overall",8,26,51,15,0,"N"
"930",10007165,"University of Westminster",1830,"Law","Overall",5,48,39,8,0,"N"
"931",10007165,"University of Westminster",1830,"Politics and International Studies","Overall",7,57,33,3,0,"N"
"932",10007165,"University of Westminster",1830,"Area Studies","Overall",22,27,50,1,0,"N"
"933",10007165,"University of Westminster",1830,"Modern Languages and Linguistics","Overall",0,39,29,24,8,"N"
"934",10007165,"University of Westminster",1830,"English Language and Literature","Overall",34,45,19,2,0,"N"
"935",10007165,"University of Westminster",1830,"History","Overall",12,35,32,17,4,"N"
"936",10007165,"University of Westminster",1830,"Art and Design: History, Practice and Theory","Overall",45,46,9,0,0,"N"
"937",10007165,"University of Westminster",1830,"Communication, Cultural and Media Studies, Library and Information Management","Overall",52,35,11,2,0,"N"
"938",10003614,"University of Winchester",1860,"Psychology, Psychiatry and Neuroscience","Overall",2,24,32,42,0,"N"
"939",10003614,"University of Winchester",1860,"Geography, Environmental Studies and Archaeology","Overall",3,20,53,24,0,"N"
"940",10003614,"University of Winchester",1860,"Sociology","Overall",0,19,49,30,2,"N"
"941",10003614,"University of Winchester",1860,"Education","Overall",12,35,42,9,2,"N"
"942",10003614,"University of Winchester",1860,"History","Overall",10,43,43,4,0,"N"
"943",10003614,"University of Winchester",1860,"Theology and Religious Studies","Overall",6,36,43,15,0,"N"
"944",10003614,"University of Winchester",1860,"Music, Drama, Dance and Performing Arts","Overall",9,41,36,9,5,"N"
"945",10003614,"University of Winchester",1860,"Communication, Cultural and Media Studies, Library and Information Management","Overall",14,47,27,8,4,"N"
"946",10007166,"University of Wolverhampton",1880,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",11,43,38,5,3,"N"
"947",10007166,"University of Wolverhampton",1880,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering","Overall",1,21,75,3,0,"N"
"948",10007166,"University of Wolverhampton",1880,"Architecture, Built Environment and Planning","Overall",5,21,53,20,1,"N"
"949",10007166,"University of Wolverhampton",1880,"Business and Management Studies","Overall",4,25,50,21,0,"N"
"950",10007166,"University of Wolverhampton",1880,"Law","Overall",6,6,51,29,8,"N"
"951",10007166,"University of Wolverhampton",1880,"Education","Overall",5,36,54,5,0,"N"
"952",10007166,"University of Wolverhampton",1880,"Sport and Exercise Sciences, Leisure and Tourism","Overall",4,40,45,11,0,"N"
"953",10007166,"University of Wolverhampton",1880,"Area Studies","Overall",2,27,55,12,4,"N"
"954",10007166,"University of Wolverhampton",1880,"Modern Languages and Linguistics","Overall",11,38,39,10,2,"N"
"955",10007166,"University of Wolverhampton",1880,"English Language and Literature","Overall",4,28,41,19,8,"N"
"956",10007166,"University of Wolverhampton",1880,"History","Overall",7,48,39,6,0,"N"
"957",10007166,"University of Wolverhampton",1880,"Art and Design: History, Practice and Theory","Overall",7,36,33,16,8,"N"
"958",10007166,"University of Wolverhampton",1880,"Communication, Cultural and Media Studies, Library and Information Management","Overall",48,41,11,0,0,"N"
"959",10007139,"University of Worcester",1890,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",2,31,42,15,10,"N"
"960",10007139,"University of Worcester",1890,"Psychology, Psychiatry and Neuroscience","Overall",2,33,34,26,5,"N"
"961",10007139,"University of Worcester",1890,"Biological Sciences","Overall",6,33,44,13,4,"N"
"962",10007139,"University of Worcester",1890,"Geography, Environmental Studies and Archaeology","Overall",2,25,51,22,0,"N"
"963",10007139,"University of Worcester",1890,"Business and Management Studies","Overall",0,9,47,44,0,"N"
"964",10007139,"University of Worcester",1890,"Education","Overall",7,22,21,46,4,"N"
"965",10007139,"University of Worcester",1890,"Sport and Exercise Sciences, Leisure and Tourism","Overall",4,32,50,12,2,"N"
"966",10007139,"University of Worcester",1890,"English Language and Literature","Overall",7,28,49,11,5,"N"
"967",10007139,"University of Worcester",1890,"History","Overall",13,43,28,16,0,"N"
"968",10007139,"University of Worcester",1890,"Art and Design: History, Practice and Theory","Overall",14,27,38,21,0,"N"
"969",10007139,"University of Worcester",1890,"Music, Drama, Dance and Performing Arts","Overall",0,33,47,12,8,"N"
"970",10007657,"Writtle College",1900,"Agriculture, Veterinary and Food Science","Overall",0,20,29,28,23,"N"
"971",10007657,"Writtle College",1900,"Art and Design: History, Practice and Theory","Overall",0,10,13,30,47,"N"
"972",10007713,"York St John University",1930,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",3,35,37,22,3,"N"
"973",10007713,"York St John University",1930,"Psychology, Psychiatry and Neuroscience","Overall",13,40,29,16,2,"N"
"974",10007713,"York St John University",1930,"Business and Management Studies","Overall",0,8,40,30,22,"N"
"975",10007713,"York St John University",1930,"Education","Overall",3,10,53,26,8,"N"
"976",10007713,"York St John University",1930,"Sport and Exercise Sciences, Leisure and Tourism","Overall",6,27,52,15,0,"N"
"977",10007713,"York St John University",1930,"English Language and Literature","Overall",9,28,35,24,4,"N"
"978",10007713,"York St John University",1930,"Theology and Religious Studies","Overall",2,23,57,16,2,"N"
