"","UKPRN","Institution","SortOrder","UnitOfAssessment","Profile","FourStar","ThreeStar","TwoStar","OneStar","Unclassified","Russell_Group"
"436",10003678,"Kingston University",720,"English Language and Literature","Overall",30,31,32,7,0,"N"
"437",10003678,"Kingston University",720,"Philosophy","Overall",24,39,31,6,0,"N"
"438",10003678,"Kingston University",720,"Art and Design: History, Practice and Theory","Overall",24,47,27,2,0,"N"
"439",10007768,"Lancaster University",730,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",39,50,10,1,0,"N"
"440",10007768,"Lancaster University",730,"Psychology, Psychiatry and Neuroscience","Overall",29,46,24,0,1,"N"
"441",10007768,"Lancaster University",730,"Earth Systems and Environmental Sciences","Overall",32,47,18,3,0,"N"
"442",10007768,"Lancaster University",730,"Chemistry","Overall",20,62,14,4,0,"N"
"443",10007768,"Lancaster University",730,"Physics","Overall",24,57,18,1,0,"N"
"444",10007768,"Lancaster University",730,"Mathematical Sciences","Overall",40,51,8,0,1,"N"
"445",10007768,"Lancaster University",730,"Computer Science and Informatics","Overall",36,55,8,1,0,"N"
"446",10007768,"Lancaster University",730,"General Engineering","Overall",17,74,9,0,0,"N"
"447",10007768,"Lancaster University",730,"Business and Management Studies","Overall",41,39,16,3,1,"N"
"448",10007768,"Lancaster University",730,"Law","Overall",28,53,16,3,0,"N"
"449",10007768,"Lancaster University",730,"Sociology","Overall",39,44,16,1,0,"N"
"450",10007768,"Lancaster University",730,"Education","Overall",25,53,20,2,0,"N"
"451",10007768,"Lancaster University",730,"English Language and Literature","Overall",40,37,20,3,0,"N"
"452",10007768,"Lancaster University",730,"History","Overall",30,52,18,0,0,"N"
"453",10007768,"Lancaster University",730,"Theology and Religious Studies","Overall",42,33,23,2,0,"N"
"454",10007768,"Lancaster University",730,"Art and Design: History, Practice and Theory","Overall",31,51,15,3,0,"N"
"455",10003861,"Leeds Beckett University",770,"Public Health, Health Services and Primary Care","Overall",1,19,39,37,4,"N"
"456",10003861,"Leeds Beckett University",770,"Psychology, Psychiatry and Neuroscience","Overall",2,38,40,20,0,"N"
"457",10003861,"Leeds Beckett University",770,"Computer Science and Informatics","Overall",0,4,44,52,0,"N"
"458",10003861,"Leeds Beckett University",770,"Architecture, Built Environment and Planning","Overall",15,22,42,20,1,"N"
"459",10003861,"Leeds Beckett University",770,"Business and Management Studies","Overall",1,20,53,22,4,"N"
"460",10003861,"Leeds Beckett University",770,"Social Work and Social Policy","Overall",5,24,36,29,6,"N"
"461",10003861,"Leeds Beckett University",770,"Education","Overall",4,26,51,18,1,"N"
"462",10003861,"Leeds Beckett University",770,"Sport and Exercise Sciences, Leisure and Tourism","Overall",21,38,35,4,2,"N"
"463",10003861,"Leeds Beckett University",770,"Art and Design: History, Practice and Theory","Overall",3,7,42,45,3,"N"
"464",10003861,"Leeds Beckett University",770,"Music, Drama, Dance and Performing Arts","Overall",2,11,29,42,16,"N"
"465",10003861,"Leeds Beckett University",770,"Communication, Cultural and Media Studies, Library and Information Management","Overall",6,32,50,10,2,"N"
"466",10003863,"Leeds Trinity University",790,"Sport and Exercise Sciences, Leisure and Tourism","Overall",0,14,59,20,7,"N"
"467",10003863,"Leeds Trinity University",790,"English Language and Literature","Overall",7,6,64,22,1,"N"
"468",10003863,"Leeds Trinity University",790,"History","Overall",0,31,62,7,0,"N"
"469",10003863,"Leeds Trinity University",790,"Theology and Religious Studies","Overall",0,34,32,33,1,"N"
"470",10003863,"Leeds Trinity University",790,"Communication, Cultural and Media Studies, Library and Information Management","Overall",13,26,31,9,21,"N"
"471",10007796,"University of Leicester",800,"Clinical Medicine","Overall",27,54,16,1,2,"N"
"472",10007796,"University of Leicester",800,"Public Health, Health Services and Primary Care","Overall",36,48,12,2,2,"N"
"473",10007796,"University of Leicester",800,"Psychology, Psychiatry and Neuroscience","Overall",22,63,14,1,0,"N"
"474",10007796,"University of Leicester",800,"Biological Sciences","Overall",30,58,11,0,1,"N"
"475",10007796,"University of Leicester",800,"Earth Systems and Environmental Sciences","Overall",16,75,8,1,0,"N"
"476",10007796,"University of Leicester",800,"Chemistry","Overall",12,70,18,0,0,"N"
"477",10007796,"University of Leicester",800,"Physics","Overall",21,60,18,1,0,"N"
"478",10007796,"University of Leicester",800,"Mathematical Sciences","Overall",6,57,37,0,0,"N"
"479",10007796,"University of Leicester",800,"Computer Science and Informatics","Overall",15,50,30,5,0,"N"
"480",10007796,"University of Leicester",800,"General Engineering","Overall",10,80,9,1,0,"N"
"481",10007796,"University of Leicester",800,"Geography, Environmental Studies and Archaeology","Overall",35,39,25,1,0,"N"
"482",10007796,"University of Leicester",800,"Geography, Environmental Studies and Archaeology","Overall",16,47,36,1,0,"N"
"483",10007796,"University of Leicester",800,"Economics and Econometrics","Overall",12,47,31,8,2,"N"
"484",10007796,"University of Leicester",800,"Business and Management Studies","Overall",14,45,34,7,0,"N"
"485",10007796,"University of Leicester",800,"Law","Overall",12,68,20,0,0,"N"
"486",10007796,"University of Leicester",800,"Politics and International Studies","Overall",8,46,39,7,0,"N"
"487",10007796,"University of Leicester",800,"Social Work and Social Policy","Overall",4,80,14,2,0,"N"
"488",10007796,"University of Leicester",800,"Sociology","Overall",12,36,50,2,0,"N"
"489",10007796,"University of Leicester",800,"Education","Overall",12,49,33,6,0,"N"
"490",10007796,"University of Leicester",800,"Modern Languages and Linguistics","Overall",5,44,46,5,0,"N"
"491",10007796,"University of Leicester",800,"English Language and Literature","Overall",30,49,18,3,0,"N"
"492",10007796,"University of Leicester",800,"History","Overall",30,55,14,1,0,"N"
"493",10007796,"University of Leicester",800,"Art and Design: History, Practice and Theory","Overall",27,45,26,2,0,"N"
"494",10007796,"University of Leicester",800,"Communication, Cultural and Media Studies, Library and Information Management","Overall",37,45,16,2,0,"N"
"495",10007796,"University of Leicester",800,"Communication, Cultural and Media Studies, Library and Information Management","Overall",52,38,8,2,0,"N"
"496",10007151,"University of Lincoln",810,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",25,61,14,0,0,"N"
"497",10007151,"University of Lincoln",810,"Psychology, Psychiatry and Neuroscience","Overall",13,22,55,8,2,"N"
"498",10007151,"University of Lincoln",810,"Agriculture, Veterinary and Food Science","Overall",31,47,20,2,0,"N"
"499",10007151,"University of Lincoln",810,"Computer Science and Informatics","Overall",10,32,31,19,8,"N"
"500",10007151,"University of Lincoln",810,"General Engineering","Overall",9,38,45,0,8,"N"
"501",10007151,"University of Lincoln",810,"Architecture, Built Environment and Planning","Overall",5,16,47,32,0,"N"
"502",10007151,"University of Lincoln",810,"Business and Management Studies","Overall",13,41,44,2,0,"N"
"503",10007151,"University of Lincoln",810,"Law","Overall",0,43,46,11,0,"N"
"504",10007151,"University of Lincoln",810,"Politics and International Studies","Overall",3,29,50,18,0,"N"
"505",10007151,"University of Lincoln",810,"Social Work and Social Policy","Overall",5,39,52,4,0,"N"
"506",10007151,"University of Lincoln",810,"Education","Overall",12,30,40,18,0,"N"
"507",10007151,"University of Lincoln",810,"Sport and Exercise Sciences, Leisure and Tourism","Overall",12,37,39,12,0,"N"
"508",10007151,"University of Lincoln",810,"English Language and Literature","Overall",8,38,51,3,0,"N"
"509",10007151,"University of Lincoln",810,"History","Overall",23,37,38,2,0,"N"
"510",10007151,"University of Lincoln",810,"Art and Design: History, Practice and Theory","Overall",10,60,22,8,0,"N"
"511",10007151,"University of Lincoln",810,"Music, Drama, Dance and Performing Arts","Overall",2,29,46,15,8,"N"
"512",10007151,"University of Lincoln",810,"Communication, Cultural and Media Studies, Library and Information Management","Overall",12,53,19,14,2,"N"
"513",10003956,"Liverpool Hope University",830,"Psychology, Psychiatry and Neuroscience","Overall",2,20,64,14,0,"N"
"514",10003956,"Liverpool Hope University",830,"Computer Science and Informatics","Overall",0,30,50,20,0,"N"
"515",10003956,"Liverpool Hope University",830,"Geography, Environmental Studies and Archaeology","Overall",0,7,42,34,17,"N"
"516",10003956,"Liverpool Hope University",830,"Politics and International Studies","Overall",0,24,34,36,6,"N"
"517",10003956,"Liverpool Hope University",830,"Social Work and Social Policy","Overall",3,45,16,34,2,"N"
"518",10003956,"Liverpool Hope University",830,"Education","Overall",15,38,34,13,0,"N"
"519",10003956,"Liverpool Hope University",830,"Sport and Exercise Sciences, Leisure and Tourism","Overall",4,26,32,36,2,"N"
"520",10003956,"Liverpool Hope University",830,"English Language and Literature","Overall",21,28,36,15,0,"N"
"521",10003956,"Liverpool Hope University",830,"History","Overall",4,37,45,14,0,"N"
"522",10003956,"Liverpool Hope University",830,"Theology and Religious Studies","Overall",9,37,38,14,2,"N"
"523",10003956,"Liverpool Hope University",830,"Music, Drama, Dance and Performing Arts","Overall",4,43,52,1,0,"N"
"524",10003956,"Liverpool Hope University",830,"Music, Drama, Dance and Performing Arts","Overall",0,12,55,33,0,"N"
"525",10003957,"Liverpool John Moores University",840,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",10,58,30,1,1,"N"
"526",10003957,"Liverpool John Moores University",840,"Psychology, Psychiatry and Neuroscience","Overall",10,45,41,4,0,"N"
"527",10003957,"Liverpool John Moores University",840,"Physics","Overall",23,58,18,1,0,"N"
"528",10003957,"Liverpool John Moores University",840,"Computer Science and Informatics","Overall",0,48,46,4,2,"N"
"529",10003957,"Liverpool John Moores University",840,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering","Overall",2,43,53,2,0,"N"
"530",10003957,"Liverpool John Moores University",840,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",0,71,27,2,0,"N"
"531",10003957,"Liverpool John Moores University",840,"General Engineering","Overall",0,58,31,9,2,"N"
"532",10003957,"Liverpool John Moores University",840,"Architecture, Built Environment and Planning","Overall",7,45,38,10,0,"N"
"533",10003957,"Liverpool John Moores University",840,"Law","Overall",0,51,46,3,0,"N"
"534",10003957,"Liverpool John Moores University",840,"Social Work and Social Policy","Overall",9,54,35,2,0,"N"
"535",10003957,"Liverpool John Moores University",840,"Anthropology and Development Studies","Overall",18,35,33,6,8,"N"
"536",10003957,"Liverpool John Moores University",840,"Education","Overall",10,51,36,0,3,"N"
"537",10003957,"Liverpool John Moores University",840,"Sport and Exercise Sciences, Leisure and Tourism","Overall",61,36,2,1,0,"N"
"538",10003957,"Liverpool John Moores University",840,"English Language and Literature","Overall",22,46,30,2,0,"N"
"539",10003957,"Liverpool John Moores University",840,"History","Overall",6,50,35,9,0,"N"
"540",10003957,"Liverpool John Moores University",840,"Art and Design: History, Practice and Theory","Overall",13,51,34,2,0,"N"
"541",10003957,"Liverpool John Moores University",840,"Communication, Cultural and Media Studies, Library and Information Management","Overall",12,46,35,7,0,"N"
"542",10003958,"Liverpool School of Tropical Medicine",855,"Clinical Medicine","Overall",30,50,19,1,0,"N"
"543",10003958,"Liverpool School of Tropical Medicine",855,"Public Health, Health Services and Primary Care","Overall",39,41,19,1,0,"N"
"544",10007162,"University of the Arts, London",860,"Art and Design: History, Practice and Theory","Overall",31,52,15,2,0,"N"
"545",10007812,"University of London Institute in Paris",910,"Modern Languages and Linguistics","Overall",0,22,25,38,15,"N"
"546",10007769,"London Business School",1140,"Business and Management Studies","Overall",56,26,12,3,3,"N"
"547",10007771,"London School of Hygiene & Tropical Medicine",1170,"Clinical Medicine","Overall",40,35,23,1,1,"N"
"548",10007771,"London School of Hygiene & Tropical Medicine",1170,"Public Health, Health Services and Primary Care","Overall",43,37,19,1,0,"N"
"549",10004048,"London Metropolitan University",1180,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",9,50,30,11,0,"N"
"550",10004048,"London Metropolitan University",1180,"Mathematical Sciences","Overall",4,40,54,2,0,"N"
"551",10004048,"London Metropolitan University",1180,"Computer Science and Informatics","Overall",0,19,37,33,11,"N"
"552",10004048,"London Metropolitan University",1180,"Architecture, Built Environment and Planning","Overall",3,36,41,20,0,"N"
"553",10004048,"London Metropolitan University",1180,"Business and Management Studies","Overall",7,31,48,14,0,"N"
"554",10004048,"London Metropolitan University",1180,"Law","Overall",0,16,17,55,12,"N"
"555",10004048,"London Metropolitan University",1180,"Politics and International Studies","Overall",0,17,51,32,0,"N"
"556",10004048,"London Metropolitan University",1180,"Social Work and Social Policy","Overall",19,49,27,5,0,"N"
"557",10004048,"London Metropolitan University",1180,"Education","Overall",15,38,44,3,0,"N"
"558",10004048,"London Metropolitan University",1180,"Area Studies","Overall",35,42,20,3,0,"N"
"559",10004048,"London Metropolitan University",1180,"Art and Design: History, Practice and Theory","Overall",9,44,38,9,0,"N"
"560",10004048,"London Metropolitan University",1180,"Communication, Cultural and Media Studies, Library and Information Management","Overall",13,38,33,8,8,"N"
"561",10004078,"London South Bank University",1190,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",9,52,36,3,0,"N"
"562",10004078,"London South Bank University",1190,"Psychology, Psychiatry and Neuroscience","Overall",4,30,53,13,0,"N"
"563",10004078,"London South Bank University",1190,"General Engineering","Overall",4,53,41,2,0,"N"
"564",10004078,"London South Bank University",1190,"Business and Management Studies","Overall",2,16,49,29,4,"N"
"565",10004078,"London South Bank University",1190,"Social Work and Social Policy","Overall",9,54,32,5,0,"N"
"566",10004078,"London South Bank University",1190,"Sport and Exercise Sciences, Leisure and Tourism","Overall",16,57,25,2,0,"N"
"567",10004078,"London South Bank University",1190,"Communication, Cultural and Media Studies, Library and Information Management","Overall",1,57,28,11,3,"N"
"568",10004113,"Loughborough University",1200,"Chemistry","Overall",6,61,31,1,1,"N"
"569",10004113,"Loughborough University",1200,"Physics","Overall",4,46,48,2,0,"N"
"570",10004113,"Loughborough University",1200,"Mathematical Sciences","Overall",10,69,18,3,0,"N"
"571",10004113,"Loughborough University",1200,"Computer Science and Informatics","Overall",6,44,45,5,0,"N"
"572",10004113,"Loughborough University",1200,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering","Overall",26,57,16,1,0,"N"
"573",10004113,"Loughborough University",1200,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",4,64,26,5,1,"N"
"574",10004113,"Loughborough University",1200,"Civil and Construction Engineering","Overall",8,57,27,8,0,"N"
"575",10004113,"Loughborough University",1200,"Architecture, Built Environment and Planning","Overall",44,43,10,3,0,"N"
"576",10004113,"Loughborough University",1200,"Geography, Environmental Studies and Archaeology","Overall",9,46,42,3,0,"N"
"577",10004113,"Loughborough University",1200,"Business and Management Studies","Overall",24,51,23,2,0,"N"
"578",10004113,"Loughborough University",1200,"Social Work and Social Policy","Overall",30,38,30,2,0,"N"
"579",10004113,"Loughborough University",1200,"Education","Overall",28,57,15,0,0,"N"
"580",10004113,"Loughborough University",1200,"Sport and Exercise Sciences, Leisure and Tourism","Overall",44,38,16,2,0,"N"
"581",10004113,"Loughborough University",1200,"Area Studies","Overall",9,42,40,9,0,"N"
"582",10004113,"Loughborough University",1200,"English Language and Literature","Overall",21,46,25,8,0,"N"
"583",10004113,"Loughborough University",1200,"Art and Design: History, Practice and Theory","Overall",38,37,21,3,1,"N"
"584",10004113,"Loughborough University",1200,"Communication, Cultural and Media Studies, Library and Information Management","Overall",35,40,19,6,0,"N"
"585",10004113,"Loughborough University",1200,"Communication, Cultural and Media Studies, Library and Information Management","Overall",50,37,11,2,0,"N"
"586",10004180,"Manchester Metropolitan University",1250,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",19,54,24,2,1,"N"
"587",10004180,"Manchester Metropolitan University",1250,"Earth Systems and Environmental Sciences","Overall",5,49,45,1,0,"N"
"588",10004180,"Manchester Metropolitan University",1250,"Computer Science and Informatics","Overall",4,55,30,3,8,"N"
"589",10004180,"Manchester Metropolitan University",1250,"General Engineering","Overall",7,57,34,2,0,"N"
"590",10004180,"Manchester Metropolitan University",1250,"Business and Management Studies","Overall",13,47,28,11,1,"N"
"591",10004180,"Manchester Metropolitan University",1250,"Social Work and Social Policy","Overall",8,52,36,4,0,"N"
"592",10004180,"Manchester Metropolitan University",1250,"Sociology","Overall",18,49,31,2,0,"N"
"593",10004180,"Manchester Metropolitan University",1250,"Education","Overall",23,44,31,2,0,"N"
"594",10004180,"Manchester Metropolitan University",1250,"English Language and Literature","Overall",33,45,18,4,0,"N"
"595",10004180,"Manchester Metropolitan University",1250,"History","Overall",16,51,32,1,0,"N"
"596",10004180,"Manchester Metropolitan University",1250,"Philosophy","Overall",4,35,44,17,0,"N"
"597",10004180,"Manchester Metropolitan University",1250,"Art and Design: History, Practice and Theory","Overall",14,52,28,6,0,"N"
"598",10004180,"Manchester Metropolitan University",1250,"Music, Drama, Dance and Performing Arts","Overall",5,42,39,12,2,"N"
"599",10004351,"Middlesex University",1260,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",11,56,31,1,1,"N"
"600",10004351,"Middlesex University",1260,"Psychology, Psychiatry and Neuroscience","Overall",4,54,37,5,0,"N"
"601",10004351,"Middlesex University",1260,"Computer Science and Informatics","Overall",6,39,36,16,3,"N"
"602",10004351,"Middlesex University",1260,"Geography, Environmental Studies and Archaeology","Overall",11,35,44,8,2,"N"
"603",10004351,"Middlesex University",1260,"Business and Management Studies","Overall",17,48,28,4,3,"N"
"604",10004351,"Middlesex University",1260,"Law","Overall",14,51,32,3,0,"N"
"605",10004351,"Middlesex University",1260,"Social Work and Social Policy","Overall",12,46,33,6,3,"N"
"606",10004351,"Middlesex University",1260,"Art and Design: History, Practice and Theory","Overall",21,57,21,1,0,"N"
"607",10004351,"Middlesex University",1260,"Music, Drama, Dance and Performing Arts","Overall",20,28,35,16,1,"N"
"608",10004351,"Middlesex University",1260,"Communication, Cultural and Media Studies, Library and Information Management","Overall",7,53,27,13,0,"N"
"609",10007832,"Newman University",1290,"Psychology, Psychiatry and Neuroscience","Overall",0,12,47,21,20,"N"
"610",10007832,"Newman University",1290,"Education","Overall",11,26,53,10,0,"N"
"611",10007832,"Newman University",1290,"Sport and Exercise Sciences, Leisure and Tourism","Overall",0,17,64,19,0,"N"
"612",10007832,"Newman University",1290,"English Language and Literature","Overall",4,39,38,19,0,"N"
"613",10007832,"Newman University",1290,"History","Overall",7,39,44,10,0,"N"
"614",10007832,"Newman University",1290,"Theology and Religious Studies","Overall",0,26,28,45,1,"N"
"615",10007138,"University of Northampton",1310,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",5,19,62,13,1,"N"
"616",10007138,"University of Northampton",1310,"Psychology, Psychiatry and Neuroscience","Overall",0,4,37,32,27,"N"
"617",10007138,"University of Northampton",1310,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering","Overall",0,18,67,15,0,"N"
"618",10007138,"University of Northampton",1310,"Geography, Environmental Studies and Archaeology","Overall",5,31,47,17,0,"N"
"619",10007138,"University of Northampton",1310,"Business and Management Studies","Overall",0,18,56,20,6,"N"
"620",10007138,"University of Northampton",1310,"Education","Overall",2,25,42,31,0,"N"
"621",10007138,"University of Northampton",1310,"English Language and Literature","Overall",3,52,33,12,0,"N"
"622",10007138,"University of Northampton",1310,"History","Overall",19,48,33,0,0,"N"
"623",10007138,"University of Northampton",1310,"Art and Design: History, Practice and Theory","Overall",5,20,49,26,0,"N"
"624",10001282,"University of Northumbria at Newcastle",1350,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",31,50,19,0,0,"N"
"625",10001282,"University of Northumbria at Newcastle",1350,"Psychology, Psychiatry and Neuroscience","Overall",22,33,38,6,1,"N"
"626",10001282,"University of Northumbria at Newcastle",1350,"Mathematical Sciences","Overall",5,46,43,6,0,"N"
"627",10001282,"University of Northumbria at Newcastle",1350,"Computer Science and Informatics","Overall",6,36,46,12,0,"N"
"628",10001282,"University of Northumbria at Newcastle",1350,"General Engineering","Overall",12,56,32,0,0,"N"
"629",10001282,"University of Northumbria at Newcastle",1350,"Architecture, Built Environment and Planning","Overall",10,38,46,6,0,"N"
"630",10001282,"University of Northumbria at Newcastle",1350,"Geography, Environmental Studies and Archaeology","Overall",8,44,43,5,0,"N"
"631",10001282,"University of Northumbria at Newcastle",1350,"Business and Management Studies","Overall",11,35,51,3,0,"N"
"632",10001282,"University of Northumbria at Newcastle",1350,"Law","Overall",3,43,53,1,0,"N"
"633",10001282,"University of Northumbria at Newcastle",1350,"Social Work and Social Policy","Overall",5,46,42,7,0,"N"
"634",10001282,"University of Northumbria at Newcastle",1350,"Sport and Exercise Sciences, Leisure and Tourism","Overall",2,36,50,12,0,"N"
"635",10001282,"University of Northumbria at Newcastle",1350,"English Language and Literature","Overall",26,46,25,3,0,"N"
"636",10001282,"University of Northumbria at Newcastle",1350,"History","Overall",23,46,27,4,0,"N"
"637",10001282,"University of Northumbria at Newcastle",1350,"Art and Design: History, Practice and Theory","Overall",24,44,18,14,0,"N"
"638",10001282,"University of Northumbria at Newcastle",1350,"Communication, Cultural and Media Studies, Library and Information Management","Overall",27,44,24,5,0,"N"
"639",10001282,"University of Northumbria at Newcastle",1350,"Communication, Cultural and Media Studies, Library and Information Management","Overall",6,46,35,13,0,"N"
"640",10004775,"Norwich University of the Arts",1360,"Art and Design: History, Practice and Theory","Overall",19,36,40,5,0,"N"
"641",10004797,"Nottingham Trent University",1380,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",30,56,14,0,0,"N"
"642",10004797,"Nottingham Trent University",1380,"Psychology, Psychiatry and Neuroscience","Overall",25,42,31,1,1,"N"
"643",10004797,"Nottingham Trent University",1380,"Computer Science and Informatics","Overall",6,28,42,24,0,"N"
"644",10004797,"Nottingham Trent University",1380,"General Engineering","Overall",25,59,16,0,0,"N"
"645",10004797,"Nottingham Trent University",1380,"Architecture, Built Environment and Planning","Overall",9,33,43,13,2,"N"
"646",10004797,"Nottingham Trent University",1380,"Geography, Environmental Studies and Archaeology","Overall",0,25,64,11,0,"N"
"647",10004797,"Nottingham Trent University",1380,"Business and Management Studies","Overall",11,48,36,5,0,"N"
"648",10004797,"Nottingham Trent University",1380,"Law","Overall",4,36,53,7,0,"N"
"649",10004797,"Nottingham Trent University",1380,"Social Work and Social Policy","Overall",11,26,49,14,0,"N"
"650",10004797,"Nottingham Trent University",1380,"Education","Overall",6,15,45,28,6,"N"
"651",10004797,"Nottingham Trent University",1380,"Sport and Exercise Sciences, Leisure and Tourism","Overall",0,34,62,4,0,"N"
"652",10004797,"Nottingham Trent University",1380,"Modern Languages and Linguistics","Overall",23,29,38,9,1,"N"
"653",10004797,"Nottingham Trent University",1380,"English Language and Literature","Overall",19,51,22,8,0,"N"
"654",10004797,"Nottingham Trent University",1380,"History","Overall",11,56,31,2,0,"N"
"655",10004797,"Nottingham Trent University",1380,"Art and Design: History, Practice and Theory","Overall",15,49,23,6,7,"N"
"656",10004797,"Nottingham Trent University",1380,"Communication, Cultural and Media Studies, Library and Information Management","Overall",20,45,31,4,0,"N"
"657",10007773,"Open University",1390,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",16,61,22,1,0,"N"
"658",10007773,"Open University",1390,"Earth Systems and Environmental Sciences","Overall",11,66,22,1,0,"N"
"659",10007773,"Open University",1390,"Mathematical Sciences","Overall",9,53,33,0,5,"N"
"660",10007773,"Open University",1390,"Computer Science and Informatics","Overall",13,62,24,1,0,"N"
"661",10007773,"Open University",1390,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",8,77,15,0,0,"N"
"662",10007773,"Open University",1390,"Geography, Environmental Studies and Archaeology","Overall",23,53,21,3,0,"N"
"663",10007773,"Open University",1390,"Business and Management Studies","Overall",19,53,25,3,0,"N"
"664",10007773,"Open University",1390,"Social Work and Social Policy","Overall",15,54,29,2,0,"N"
"665",10007773,"Open University",1390,"Sociology","Overall",22,42,36,0,0,"N"
"666",10007773,"Open University",1390,"Anthropology and Development Studies","Overall",24,45,27,4,0,"N"
"667",10007773,"Open University",1390,"Education","Overall",38,31,26,5,0,"N"
"668",10007773,"Open University",1390,"English Language and Literature","Overall",26,50,23,1,0,"N"
"669",10007773,"Open University",1390,"History","Overall",27,49,23,1,0,"N"
"670",10007773,"Open University",1390,"Classics","Overall",16,39,42,3,0,"N"
"671",10007773,"Open University",1390,"Philosophy","Overall",6,31,59,4,0,"N"
"672",10007773,"Open University",1390,"Theology and Religious Studies","Overall",18,35,47,0,0,"N"
"673",10007773,"Open University",1390,"Art and Design: History, Practice and Theory","Overall",29,57,12,2,0,"N"
"674",10007773,"Open University",1390,"Music, Drama, Dance and Performing Arts","Overall",44,50,6,0,0,"N"
"675",10007780,"School of Oriental and African Studies",1400,"Business and Management Studies","Overall",14,44,37,2,3,"N"
"676",10007780,"School of Oriental and African Studies",1400,"Law","Overall",28,45,19,6,2,"N"
"677",10007780,"School of Oriental and African Studies",1400,"Politics and International Studies","Overall",27,38,30,4,1,"N"
"678",10007780,"School of Oriental and African Studies",1400,"Anthropology and Development Studies","Overall",25,34,38,2,1,"N"
"679",10007780,"School of Oriental and African Studies",1400,"Anthropology and Development Studies","Overall",17,45,29,9,0,"N"
"680",10007780,"School of Oriental and African Studies",1400,"Area Studies","Overall",19,47,27,7,0,"N"
"681",10007780,"School of Oriental and African Studies",1400,"Modern Languages and Linguistics","Overall",27,39,26,7,1,"N"
"682",10007780,"School of Oriental and African Studies",1400,"History","Overall",15,35,44,5,1,"N"
"683",10007780,"School of Oriental and African Studies",1400,"Theology and Religious Studies","Overall",29,49,20,1,1,"N"
"684",10007780,"School of Oriental and African Studies",1400,"Art and Design: History, Practice and Theory","Overall",35,46,19,0,0,"N"
"685",10007780,"School of Oriental and African Studies",1400,"Music, Drama, Dance and Performing Arts","Overall",44,48,8,0,0,"N"
"686",10004930,"Oxford Brookes University",1420,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",18,64,16,0,2,"N"
"687",10004930,"Oxford Brookes University",1420,"Psychology, Psychiatry and Neuroscience","Overall",8,46,41,5,0,"N"
"688",10004930,"Oxford Brookes University",1420,"Biological Sciences","Overall",13,46,36,5,0,"N"
"689",10004930,"Oxford Brookes University",1420,"Computer Science and Informatics","Overall",20,39,25,8,8,"N"
"690",10004930,"Oxford Brookes University",1420,"General Engineering","Overall",3,54,39,4,0,"N"
"691",10004930,"Oxford Brookes University",1420,"Architecture, Built Environment and Planning","Overall",23,46,28,3,0,"N"
"692",10004930,"Oxford Brookes University",1420,"Geography, Environmental Studies and Archaeology","Overall",7,32,53,8,0,"N"
"693",10004930,"Oxford Brookes University",1420,"Business and Management Studies","Overall",11,47,38,4,0,"N"
"694",10004930,"Oxford Brookes University",1420,"Law","Overall",0,34,60,6,0,"N"
"695",10004930,"Oxford Brookes University",1420,"Politics and International Studies","Overall",11,33,39,16,1,"N"
"696",10004930,"Oxford Brookes University",1420,"Education","Overall",11,26,46,16,1,"N"
"697",10004930,"Oxford Brookes University",1420,"English Language and Literature","Overall",20,65,15,0,0,"N"
"698",10004930,"Oxford Brookes University",1420,"History","Overall",25,53,20,2,0,"N"
"699",10004930,"Oxford Brookes University",1420,"Philosophy","Overall",9,21,61,9,0,"N"
"700",10004930,"Oxford Brookes University",1420,"Art and Design: History, Practice and Theory","Overall",7,38,40,15,0,"N"
"701",10004930,"Oxford Brookes University",1420,"Music, Drama, Dance and Performing Arts","Overall",26,31,41,2,0,"N"
"702",10004930,"Oxford Brookes University",1420,"Communication, Cultural and Media Studies, Library and Information Management","Overall",11,43,27,16,3,"N"
"703",10007801,"University of Plymouth",1430,"Clinical Medicine","Overall",37,42,21,0,0,"N"
"704",10007801,"University of Plymouth",1430,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",14,49,27,1,9,"N"
"705",10007801,"University of Plymouth",1430,"Psychology, Psychiatry and Neuroscience","Overall",21,62,17,0,0,"N"
"706",10007801,"University of Plymouth",1430,"Agriculture, Veterinary and Food Science","Overall",13,40,42,4,1,"N"
"707",10007801,"University of Plymouth",1430,"Earth Systems and Environmental Sciences","Overall",14,71,14,1,0,"N"
