 10007774, 247, 18, 0.073
 10006840, 54, 0, 0.000
 10007784, 82, 0, 0.000
 10003645, 96, 3, 0.031
 10007788, 124, 2, 0.016
 10007803, 99, 4, 0.040
 10004063, 60, 2, 0.033
 10007790, 76, 1, 0.013
 10007163, 74, 0, 0.000
 10007791, 28, 0, 0.000
 10007795, 92, 1, 0.011
 10007157, 72, 4, 0.056
 10007760, 47, 3, 0.064
 10007786, 57, 0, 0.000
 10007783, 57, 1, 0.018
 10007788, 66, 0, 0.000
 10007806, 33, 0, 0.000
 10003678, 32, 18, 0.562
 10005343, 17, 0, 0.000
 10007789, 23, 4, 0.174
 10007798, 50, 2, 0.040
 10007143, 70, 0, 0.000
 10007814, 31, 2, 0.065
 10007147, 38, 7, 0.184
 10007150, 45, 12, 0.267
 10007158, 35, 4, 0.114
 10006842, 30, 0, 0.000
 10007802, 51, 0, 0.000
 10007767, 16, 0, 0.000
 10007167, 64, 5, 0.078
 10007852, 14, 0, 0.000
 10007804, 49, 0, 0.000
 10007154, 51, 8, 0.157
 10007164, 20, 4, 0.200
 10004930, 28, 1, 0.036
 10007794, 40, 2, 0.050
 10007773, 30, 0, 0.000
 10004180, 30, 0, 0.000
 10007843, 15, 0, 0.000
 10007149, 30, 1, 0.033
