 10003324, 103, 7, 0.068
 10007852, 257, 9, 0.035
 10007790, 382, 123, 0.322
 10007788, 710, 48, 0.068
 10003270, 370, 68, 0.184
 10007799, 117, 25, 0.214
 10007157, 167, 29, 0.174
 10007806, 184, 55, 0.299
 10007774, 717, 9, 0.013
 10007167, 174, 29, 0.167
 10007760, 90, 10, 0.111
 10007784, 639, 138, 0.216
 10007814, 222, 57, 0.257
 10007795, 219, 65, 0.297
 10007798, 554, 105, 0.190
 10007803, 170, 61, 0.359
 10007786, 253, 72, 0.285
 10006840, 140, 42, 0.300
 10007775, 78, 13, 0.167
 10007796, 142, 29, 0.204
 10007783, 343, 84, 0.245
 10003645, 278, 40, 0.144
 10007792, 187, 31, 0.166
 10007789, 163, 115, 0.706
 10007143, 153, 30, 0.196
 10007850, 83, 5, 0.060
 10007154, 370, 142, 0.384
 10007163, 165, 68, 0.412
 10007794, 202, 117, 0.579
 10007150, 89, 24, 0.270
 10007158, 112, 33, 0.295
 10007802, 79, 28, 0.354
 10006842, 58, 8, 0.138
 10005553, 81, 47, 0.580
 10004930, 79, 26, 0.329
 10007767, 48, 10, 0.208
 10007148, 48, 27, 0.562
 10007139, 34, 10, 0.294
 10005790, 51, 12, 0.235
 10007156, 98, 28, 0.286
 10007791, 77, 10, 0.130
 10007849, 54, 21, 0.389
 10000291, 23, 3, 0.130
 10007851, 45, 6, 0.133
