 90.0, 0.177, 0.177
 90.5, 0.178, 0.177
 91.0, 0.181, 0.179
 91.5, 0.179, 0.176
 92.0, 0.204, 0.200
 92.5, 0.207, 0.202
 93.0, 0.207, 0.201
 93.5, 0.207, 0.204
 94.0, 0.209, 0.205
 94.5, 0.210, 0.202
 95.0, 0.210, 0.202
 95.5, 0.212, 0.203
 96.0, 0.217, 0.206
 96.5, 0.217, 0.205
 97.0, 0.221, 0.209
 97.5, 0.221, 0.209
 98.0, 0.218, 0.208
 98.5, 0.219, 0.208
 99.0, 0.225, 0.212
 99.5, 0.225, 0.212
